Monthly_Income,Loan_Amount,Age,Primary_Income_Source,Essential_Expenses,Monthly_Installment,Remittance_Status,Land_Area,CIB_Score,Risk,Stress_Tested_Income,Loan_Coverage_Ratio
75697,200656,72,Salary,7324,3102,1,2.09,782,1,75697.0,22.041586073500966
65447,345573,47,Agriculture,18310,8516,0,3.77,558,1,45812.899999999994,3.2295561296383273
45723,453265,62,Other,17714,21267,0,3.02,574,1,45723.0,1.3170169746555698
33663,20714,36,Salary,12273,200,0,3.82,671,0,33663.0,106.95
76716,443926,35,Salary,18564,34524,1,0.57,404,1,76716.0,1.6843934654153632
66987,359502,30,Agriculture,10220,3957,0,5.09,609,1,46890.899999999994,9.267349001769016
107652,879598,30,Salary,43006,7409,0,0.99,715,1,107652.0,8.725334053178567
68404,265077,44,Salary,6909,4138,0,0.35,727,1,68404.0,14.86104398260029
67754,297999,24,Remittance,15428,5720,0,0.32,423,1,67754.0,9.147902097902097
56661,118728,65,Agriculture,22491,1533,0,0.92,329,1,39662.7,11.201369863013698
76336,575401,47,Remittance,17212,5818,0,0.32,407,1,76336.0,10.162255070470952
72502,576734,70,Business,8962,15198,0,0.7,751,1,72502.0,4.180813264903277
85035,152919,46,Salary,15170,3913,0,3.48,446,1,85035.0,17.854587273191925
49574,210087,35,Remittance,14972,2708,0,0.28,331,1,49574.0,12.777695716395865
51292,460735,47,Salary,6989,4059,0,1.45,629,1,51292.0,10.914757329391476
50418,26506,26,Salary,16251,599,1,1.18,785,0,50418.0,57.040066777963276
75816,253090,64,Remittance,18357,4803,0,0.12,423,1,75816.0,11.963148032479701
89967,519371,59,Business,18328,4354,1,0.65,323,1,89967.0,16.453605879650897
50823,186718,26,Remittance,8596,6017,0,1.8,377,1,50823.0,7.01794914409174
51505,158864,51,Salary,19810,7821,1,2.47,370,1,51505.0,4.052550824702723
66282,322817,48,Other,15031,4265,1,1.17,412,1,66282.0,12.01664712778429
55085,122535,29,Business,19458,8381,1,1.28,399,1,55085.0,4.250924710655053
79041,437211,24,Business,19202,13886,1,3.36,650,1,79041.0,4.309304335301743
14964,107944,61,Remittance,1706,1363,0,2.87,422,1,14964.0,9.727072633895817
43466,259288,33,Salary,10562,3115,0,0.34,602,1,43466.0,10.563081861958267
44352,61407,47,Agriculture,11879,915,0,0.6,521,1,31046.399999999998,20.9479781420765
13593,115838,32,Business,3390,2167,0,1.58,660,1,13593.0,4.708352561144439
40727,88064,55,Agriculture,15558,1186,1,1.1,661,1,28508.899999999998,10.919814502529508
41697,323807,20,Remittance,17388,3974,0,1.58,626,1,41697.0,6.117010568696528
55978,219734,38,Business,20774,2225,0,1.07,791,1,55978.0,15.822022471910113
82259,652827,49,Salary,24318,6688,1,1.56,408,1,82259.0,8.663427033492823
55099,135521,43,Salary,15446,1617,0,1.12,589,1,55099.0,24.52257266542981
39384,89531,52,Other,12544,825,0,0.51,517,1,39384.0,32.53333333333333
58861,307357,28,Other,10977,2998,0,3.89,593,1,58861.0,15.971981320880587
80983,65830,43,Other,30805,2494,0,0.14,377,1,80983.0,20.119486768243785
40481,106883,61,Salary,16072,927,1,0.76,475,1,40481.0,26.331175836030205
41789,308324,37,Salary,7475,2847,0,1.31,818,1,41789.0,12.05268703898841
71171,601761,26,Agriculture,29468,12897,0,3.15,741,1,49819.7,1.5780181437543612
55569,70432,66,Agriculture,21896,4967,0,1.06,534,1,38898.299999999996,3.423052144151398
72950,647777,62,Salary,17294,8388,0,0.03,360,1,72950.0,6.635193133047211
59727,482380,56,Business,24866,8128,0,2.95,657,1,59727.0,4.2890009842519685
74033,648677,63,Salary,9222,6979,1,2.15,465,1,74033.0,9.286574007737498
39298,280394,62,Salary,3551,4084,0,1.03,481,1,39298.0,8.752938295788443
59758,412596,60,Salary,12472,20364,0,1.13,353,1,59758.0,2.32203889216264
55786,306175,47,Salary,16134,7968,0,0.65,459,1,55786.0,4.97640562248996
35682,239122,19,Salary,7494,2228,0,3.9,418,1,35682.0,12.651705565529623
28730,265222,52,Remittance,12313,16504,0,0.21,318,1,28730.0,0.9947285506543868
73715,107252,33,Agriculture,12844,1171,0,1.7,623,1,51600.5,33.09692570452604
52981,185421,62,Remittance,9751,4260,0,1.16,834,1,52981.0,10.147887323943662
39554,47003,44,Salary,12455,772,1,1.45,369,1,39554.0,35.10233160621762
58076,550308,69,Salary,4729,7935,0,1.62,328,1,58076.0,6.722999369880277
82560,390511,51,Salary,28830,10011,0,2.86,355,1,82560.0,5.367096194186395
14385,99483,49,Business,3160,1207,0,0.1,600,1,14385.0,9.299917149958574
30067,255288,70,Salary,13283,2938,0,2.84,755,1,30067.0,5.712729748127979
41542,411868,45,Agriculture,13951,19440,0,0.73,470,1,29079.399999999998,0.7782098765432097
89224,181743,39,Agriculture,8862,3469,0,2.77,365,1,62456.799999999996,15.449639665609684
65652,531477,39,Remittance,7502,5752,0,0.71,352,1,65652.0,10.10952712100139
75346,672879,67,Salary,8486,7482,0,1.81,635,1,75346.0,8.936113338679498
37197,35870,61,Business,16087,507,0,0.37,496,0,37197.0,41.6370808678501
37609,288230,27,Salary,12528,3003,0,4.12,493,1,37609.0,8.351981351981353
68956,266852,46,Salary,16426,11295,0,1.92,431,1,68956.0,4.650730411686587
61165,407461,39,Agriculture,9430,16452,0,0.02,793,1,42815.5,2.0292669584245075
70975,382091,54,Business,28620,4603,0,0.11,506,1,70975.0,9.201607647186618
56247,166916,20,Agriculture,8694,1921,0,0.45,689,1,39372.899999999994,15.970275897969804
65563,117004,58,Salary,22388,1170,1,1.29,709,1,65563.0,36.901709401709404
63162,101754,60,Other,22892,3225,0,0.66,332,1,63162.0,12.486821705426356
75555,111940,30,Other,14282,1651,0,0.25,436,1,75555.0,37.11265899454876
76140,499403,26,Salary,20316,5990,0,1.53,793,1,76140.0,9.319532554257096
27603,105951,53,Remittance,4486,2930,0,1.28,786,1,27603.0,7.889761092150171
15055,38511,32,Salary,3315,568,0,2.81,528,1,15055.0,20.669014084507044
80035,566080,71,Agriculture,34983,6993,0,0.55,386,1,56024.5,3.008937508937509
83755,588385,62,Remittance,28180,16734,0,1.39,464,1,83755.0,3.3210828253854427
39588,222568,72,Agriculture,15568,4234,0,3.64,823,1,27711.6,2.868115257439773
22803,213940,48,Agriculture,6385,6050,0,3.46,670,1,15962.099999999999,1.5829917355371899
61981,257930,71,Salary,10440,2355,0,0.18,341,1,61981.0,21.885774946921444
78617,663582,18,Agriculture,27026,17661,0,2.61,695,1,55031.899999999994,1.585748258875488
95952,116469,34,Business,25447,4649,0,0.29,380,1,95952.0,15.165627016562702
70326,529442,18,Salary,10228,33516,0,0.27,467,1,70326.0,1.7931137367227592
52566,519891,56,Salary,12227,30845,0,0.01,565,1,52566.0,1.3077970497649538
42137,359963,47,Agriculture,13269,11011,0,3.84,493,1,29495.899999999998,1.4736990282444826
60229,361784,34,Business,21205,4657,0,0.56,684,1,60229.0,8.379643547348078
54015,348628,35,Business,9182,25070,0,0.97,386,1,54015.0,1.7883127243717591
39699,153089,54,Remittance,16043,3563,0,1.68,783,1,39699.0,6.639348863317429
100975,702292,28,Business,22258,38414,0,0.02,626,1,100975.0,2.049174780028115
95703,748278,47,Salary,17257,13459,0,1.14,468,1,95703.0,5.828516234489932
82721,825818,52,Salary,12590,47884,0,0.35,827,1,82721.0,1.4646019547239162
41583,215333,31,Business,15699,2774,0,0.85,563,1,41583.0,9.330930064888248
77100,83452,31,Agriculture,16271,966,0,1.02,529,1,53970.0,39.02587991718426
72793,448452,38,Business,18843,4929,0,0.15,311,1,72793.0,10.94542503550416
68851,112277,51,Business,11184,3099,0,2.92,848,1,68851.0,18.608260729267506
84993,240128,32,Agriculture,28375,2270,0,4.69,766,1,59495.1,13.709295154185021
72707,263447,39,Agriculture,26828,3044,0,0.34,397,1,50894.899999999994,7.9063403416557145
74800,556870,48,Agriculture,15378,30735,0,2.11,822,1,52360.0,1.2032536196518626
72738,163382,28,Salary,31254,2741,0,0.77,738,1,72738.0,15.134622400583728
66816,138620,50,Agriculture,6102,1460,1,0.24,531,1,46771.2,27.85561643835616
24328,22556,25,Business,3143,495,1,2.37,811,0,24328.0,42.7979797979798
61672,542453,26,Salary,18369,10195,0,1.82,608,1,61672.0,4.247474252084355
48876,346448,31,Business,16594,4331,1,5.39,679,1,48876.0,7.453705841607019
34403,30257,34,Agriculture,5943,1682,1,0.18,400,1,24082.1,10.78424494649227
93636,71985,19,Business,26687,618,0,0.55,360,1,93636.0,108.33171521035598
94580,549264,72,Agriculture,18708,17808,0,1.74,590,1,66206.0,2.6672282120395328
87184,277601,35,Salary,24849,18655,0,0.62,479,1,87184.0,3.341463414634146
65104,401620,63,Salary,21091,31938,0,1.97,840,1,65104.0,1.3780762727785083
87013,402761,69,Salary,38280,7303,0,0.42,347,1,87013.0,6.673011091332329
60241,558523,63,Salary,14976,5196,0,0.45,720,1,60241.0,8.711508852963819
64056,207169,65,Business,20488,2061,0,1.92,631,1,64056.0,21.13925278990781
38131,265082,23,Agriculture,11206,2399,0,0.53,784,1,26691.699999999997,6.455064610254271
67940,68858,39,Agriculture,13418,989,0,1.07,849,0,47558.0,34.51971688574317
61208,586414,60,Salary,10628,9698,0,0.29,779,1,61208.0,5.215508352237575
33947,333264,50,Salary,15124,6209,0,0.56,506,1,33947.0,3.031567080045096
58976,443571,18,Salary,9232,26072,0,0.32,683,1,58976.0,1.9079472230745627
58405,287324,50,Business,21750,2607,0,1.76,389,1,58405.0,14.060222477943997
95951,248507,63,Salary,12880,3789,0,2.69,567,1,95951.0,21.924254420691476
77884,640121,65,Business,29410,10469,0,0.44,448,1,77884.0,4.630241665870666
60229,451438,39,Agriculture,8957,6674,0,0.48,437,1,42160.299999999996,4.9750224752771945
64976,169494,31,Business,28450,1734,0,1.99,614,1,64976.0,21.064590542099193
60884,291424,35,Salary,20324,8041,0,2.78,369,1,60884.0,5.04414873771919
55942,273925,34,Salary,6341,3089,0,1.1,613,1,55942.0,16.05730009711881
38351,320265,37,Business,12904,3608,0,0.58,520,1,38351.0,7.052937915742794
56979,398655,35,Business,17284,3842,0,0.67,426,1,56979.0,10.331858407079647
45078,297970,44,Salary,9236,23031,1,3.89,609,1,45078.0,1.5562502713733664
34994,233528,20,Remittance,6175,7681,0,0.39,713,1,34994.0,3.7519854185652908
70224,215550,33,Business,24293,3428,1,0.37,636,1,70224.0,13.3987747957993
67825,273420,35,Salary,24031,2633,0,2.66,348,1,67825.0,16.632738321306494
24266,22659,26,Salary,4879,195,0,0.72,609,1,24266.0,99.42051282051283
57546,458983,68,Salary,23260,6020,1,4.33,643,1,57546.0,5.695348837209302
79914,368682,56,Salary,14342,10561,1,4.85,676,1,79914.0,6.208881734684216
81184,378582,69,Salary,8593,11855,0,0.35,534,1,81184.0,6.123239139603543
80517,227934,50,Business,24312,2812,0,2.1,352,1,80517.0,19.9875533428165
60778,151310,24,Salary,7270,4362,0,0.2,370,1,60778.0,12.26685006877579
43099,262228,69,Remittance,7860,3656,0,1.74,482,1,43099.0,9.638676148796499
38326,103835,44,Remittance,10258,1016,0,2.91,649,1,38326.0,27.625984251968504
66892,74249,57,Salary,12439,1372,0,1.02,707,0,66892.0,39.68877551020408
67586,526584,39,Salary,10783,9959,0,0.42,670,1,67586.0,5.703685108946681
85747,349544,46,Agriculture,29169,21980,0,0.24,472,1,60022.899999999994,1.4037261146496813
82000,337204,45,Other,23156,8550,0,0.9,542,1,82000.0,6.882339181286549
57355,263691,34,Remittance,22409,3017,0,0.32,325,1,57355.0,11.583029499502818
35116,289459,49,Salary,10361,5684,0,1.32,739,1,35116.0,4.355207600281492
53618,190234,59,Salary,13880,6538,1,0.97,494,1,53618.0,6.0780055062710305
64345,495543,19,Salary,11367,21156,0,2.35,580,1,64345.0,2.5041595764794855
55958,527442,25,Agriculture,20876,23688,0,1.89,547,1,39170.6,0.7723150962512664
48442,328352,66,Business,7404,3947,0,1.42,457,1,48442.0,10.397263744616165
65058,299330,50,Business,11035,3830,0,0.64,392,1,65058.0,14.105221932114883
49921,379599,73,Business,19538,5582,0,3.93,825,1,49921.0,5.443031171623074
47439,230080,52,Salary,16805,3484,0,2.85,365,1,47439.0,8.79276693455798
66229,293862,55,Business,20317,10297,1,3.07,820,1,66229.0,4.45877440031077
51960,285270,69,Salary,4905,4318,1,0.22,362,1,51960.0,10.897406206577118
64882,228278,55,Business,8246,12357,1,0.04,352,1,64882.0,4.583313101885571
65464,97566,36,Agriculture,17347,871,1,2.02,797,1,45824.799999999996,32.69552238805969
37211,165258,48,Business,13253,9047,0,0.63,821,1,37211.0,2.6481706643086107
50375,84461,31,Salary,12680,1463,0,0.65,793,1,50375.0,25.76555023923445
88756,390455,37,Agriculture,7668,32372,0,0.19,727,1,62129.2,1.6823551217101198
36758,212861,56,Agriculture,5447,2197,0,1.86,571,1,25730.6,9.232407828857532
17667,165041,26,Salary,5262,5511,0,3.47,358,1,17667.0,2.250952640174197
22763,19215,56,Salary,7668,172,0,7.18,625,1,22763.0,87.76162790697674
60582,387958,51,Business,5596,23162,0,6.29,586,1,60582.0,2.373974613591227
60618,293905,35,Salary,5821,2920,0,3.36,705,1,60618.0,18.76609589041096
57648,39920,20,Salary,10186,481,0,0.34,319,1,57648.0,98.67359667359668
84284,241955,58,Salary,9347,6209,0,0.52,342,1,84284.0,12.069093251731358
6543,10636,64,Salary,1835,314,0,0.13,624,1,6543.0,14.993630573248408
67919,173842,59,Salary,8542,3434,0,1.02,771,1,67919.0,17.290914385556203
91229,283578,41,Business,29179,2795,0,2.68,814,1,91229.0,22.20035778175313
37444,161474,55,Salary,13763,1537,0,0.07,613,1,37444.0,15.407286922576448
52404,289578,41,Agriculture,23010,9362,0,6.62,502,1,36682.799999999996,1.46045716727195
44942,22894,38,Salary,19366,456,0,0.23,560,0,44942.0,56.08771929824562
42113,85816,36,Salary,7629,2279,0,0.39,580,1,42113.0,15.131197893813075
53475,74270,30,Salary,4860,2942,1,1.71,641,1,53475.0,16.524473147518695
88550,506674,73,Agriculture,17877,6193,0,1.12,425,1,61984.99999999999,7.122234781204584
96748,350829,55,Other,33101,7108,1,3.27,514,1,96748.0,8.95427687113112
53281,304223,27,Salary,5441,8371,0,1.95,598,1,53281.0,5.714968343089237
98101,255781,67,Salary,20905,2424,0,0.08,768,1,98101.0,31.846534653465348
60712,44331,26,Salary,11552,478,1,3.12,742,0,60712.0,102.84518828451883
95074,897782,51,Salary,15322,9394,0,2.18,715,1,95074.0,8.489674260166064
58134,88883,27,Agriculture,19839,5475,0,1.53,418,1,40693.799999999996,3.809095890410958
62621,106779,38,Salary,20281,963,0,0.07,524,1,62621.0,43.966770508826585
67309,127362,55,Other,18721,1719,0,2.08,604,1,67309.0,28.2652705061082
123577,1213789,74,Business,51530,18277,0,1.09,833,1,123577.0,3.941948897521475
77026,490484,74,Business,9101,37318,0,1.73,495,1,77026.0,1.8201672115333083
45855,288784,69,Agriculture,6208,2651,0,2.9,806,1,32098.499999999996,9.766314598264804
79380,783769,31,Salary,17613,11080,0,2.43,712,1,79380.0,5.574638989169675
52763,70711,23,Agriculture,17025,699,0,2.07,649,1,36934.1,28.482260371959942
50205,489888,69,Salary,14866,5917,0,1.55,686,1,50205.0,5.972452256210918
78172,190593,70,Agriculture,8395,1944,0,0.81,736,1,54720.399999999994,23.829938271604934
60622,389143,33,Business,26347,4481,0,2.27,685,1,60622.0,7.648962285204195
65572,294470,19,Salary,12647,2642,1,0.92,670,1,65572.0,20.03217259651779
60280,250014,54,Agriculture,12829,6878,0,2.16,508,1,42196.0,4.269700494329747
66732,623731,22,Salary,20737,18439,0,2.46,535,1,66732.0,2.494441130213135
68499,131358,20,Salary,29435,1477,0,0.71,630,1,68499.0,26.448205822613406
21261,212018,71,Agriculture,6914,3205,0,1.37,764,1,14882.699999999999,2.4863338533541337
73331,300781,46,Salary,31772,3921,0,0.96,658,1,73331.0,10.599081866870696
40360,268933,24,Remittance,6030,3038,0,1.13,844,1,40360.0,11.30019749835418
31154,302042,55,Business,9625,4247,0,0.23,675,1,31154.0,5.069225335530963
58832,61609,39,Business,22749,635,1,4.1,524,1,58832.0,56.82362204724409
61680,571602,48,Salary,16551,12309,0,1.99,616,1,61680.0,3.666341701194248
46130,271900,69,Salary,9872,2595,0,0.09,643,1,46130.0,13.972254335260116
76621,551041,31,Other,34047,23320,1,0.9,777,1,76621.0,1.8256432246998284
33156,63568,54,Salary,4382,790,1,1.34,441,1,33156.0,36.42278481012658
51861,288720,65,Business,12034,2670,1,1.23,437,1,51861.0,14.916479400749063
48303,333212,42,Salary,19473,8481,0,3.61,411,1,48303.0,3.3993632826317652
59068,285555,73,Salary,24406,6037,1,3.78,330,1,59068.0,5.741593506708631
65577,129341,43,Business,29034,2875,1,3.71,671,1,65577.0,12.710608695652175
39842,112320,44,Agriculture,16231,1540,0,4.16,830,1,27889.399999999998,7.570389610389609
74486,641826,68,Agriculture,7363,11342,0,1.29,638,1,52140.2,3.947910421442426
61260,50691,54,Remittance,25975,2143,1,0.54,333,1,61260.0,16.465235650956604
22161,160317,67,Salary,5284,1481,0,0.5,500,1,22161.0,11.395678595543552
20828,208159,63,Salary,6688,6103,0,2.6,797,1,20828.0,2.3168933311486155
59754,34125,58,Salary,13497,490,0,0.42,328,1,59754.0,94.40204081632653
55581,112826,31,Agriculture,21180,1480,0,1.11,637,1,38906.7,11.977499999999997
57932,399984,40,Salary,16979,24387,0,0.98,542,1,57932.0,1.679296346414073
59440,63596,67,Business,23351,2847,0,4.16,806,1,59440.0,12.67615033368458
64511,393711,53,Salary,9786,3367,0,0.49,582,1,64511.0,16.253341253341254
78953,552513,33,Agriculture,11720,6596,0,1.66,611,1,55267.1,6.6020466949666465
37778,229969,36,Agriculture,9178,14718,0,0.82,697,1,26444.6,1.1731621144177198
36561,145120,62,Remittance,2989,1484,0,1.23,752,1,36561.0,22.62264150943396
38134,271674,28,Salary,12827,4060,1,1.23,584,1,38134.0,6.233251231527094
65778,404258,24,Other,12468,20091,0,1.41,697,1,65778.0,2.653426907570554
84899,209917,61,Salary,24298,2455,0,0.96,743,1,84899.0,24.684725050916498
51373,300521,34,Salary,5440,4558,0,1.73,589,1,51373.0,10.07744624835454
9966,88479,61,Salary,1427,2592,0,0.75,694,1,9966.0,3.294367283950617
25920,177161,48,Salary,8047,1659,1,0.14,500,1,25920.0,10.773357444243521
43339,215916,74,Business,8369,4967,0,2.54,495,1,43339.0,7.040467082746124
48845,173646,47,Salary,7788,4064,1,0.35,301,1,48845.0,10.102608267716535
51832,68207,67,Salary,8535,1645,1,0.93,668,1,51832.0,26.320364741641338
60772,171618,66,Business,9692,1809,0,0.34,438,1,60772.0,28.236594803758983
53765,32596,30,Agriculture,16692,369,0,4.7,748,0,37635.5,56.75745257452574
80987,799580,74,Business,11504,7299,0,7.55,824,1,80987.0,9.519523222359227
46480,121479,60,Business,9956,3304,0,4.02,782,1,46480.0,11.0544794188862
42754,352349,24,Salary,14302,3635,0,1.73,451,1,42754.0,7.827235213204951
69578,146262,18,Agriculture,18790,1979,0,0.29,659,1,48704.6,15.116018191005558
29287,93549,33,Salary,8815,2063,0,4.88,714,1,29287.0,9.923412506059137
67794,303286,18,Salary,11717,19160,0,0.39,578,1,67794.0,2.9267745302713988
62051,222258,38,Salary,26378,2213,0,2.05,580,1,62051.0,16.119746949841844
57051,461219,74,Business,13301,12126,0,0.8,541,1,57051.0,3.6079498598053767
91766,880778,45,Salary,17085,10978,0,0.14,469,1,91766.0,6.802787392967754
47556,419220,19,Business,19717,5881,0,1.21,615,1,47556.0,4.733718755313722
101206,198262,46,Salary,32635,15886,1,0.85,846,1,101206.0,4.316442150321038
55491,437188,30,Salary,17045,3662,0,0.0,420,1,55491.0,10.498634625887494
34460,65663,66,Salary,14063,657,0,1.05,325,1,34460.0,31.04566210045662
61398,563457,23,Salary,6242,8731,1,1.81,330,1,61398.0,6.317260336731188
38475,208529,61,Salary,15003,2440,1,1.12,620,1,38475.0,9.61967213114754
44965,166174,43,Business,14875,2618,0,0.38,448,1,44965.0,11.493506493506494
67941,135321,19,Business,14485,1464,0,1.35,554,1,67941.0,36.513661202185794
71112,43534,56,Salary,12434,1642,0,0.89,823,0,71112.0,35.73568818514007
47557,135799,43,Business,5649,2256,0,0.93,342,1,47557.0,18.576241134751772
79748,732341,61,Salary,34148,15182,0,2.37,396,1,79748.0,3.0035568436306153
83150,671352,53,Salary,11018,10891,0,0.69,417,1,83150.0,6.623083279772289
88726,861799,62,Salary,15615,14209,0,0.52,551,1,88726.0,5.145400802308396
70588,102863,44,Salary,23697,3747,0,1.08,682,1,70588.0,12.514278089137978
87269,534584,18,Salary,29912,4551,0,0.81,400,1,87269.0,12.603164139749506
22384,65875,25,Business,3122,4818,0,0.1,359,1,22384.0,3.9979244499792443
53642,303504,44,Salary,20450,23190,0,0.73,347,1,53642.0,1.43130659767141
42660,151201,40,Agriculture,11467,2889,0,4.03,741,1,29861.999999999996,6.367255105572862
62385,199190,63,Salary,24575,2521,0,3.12,316,1,62385.0,14.998016660055534
48571,289072,41,Business,5454,9205,0,5.65,644,1,48571.0,4.684084736556219
56677,127043,67,Agriculture,5432,1826,0,1.75,618,1,39673.899999999994,18.752409638554212
97643,483994,28,Salary,30825,5374,0,5.26,355,1,97643.0,12.433569036099739
56606,378282,39,Salary,7671,17072,0,0.81,604,1,56606.0,2.866389409559513
68276,117280,61,Business,18723,991,1,1.48,458,1,68276.0,50.00302724520686
55355,517051,25,Other,4717,10691,0,3.76,583,1,55355.0,4.736507342624638
61514,326294,36,Other,22672,4009,0,2.15,375,1,61514.0,9.688700424045896
60120,498125,60,Salary,24819,20792,0,0.81,667,1,60120.0,1.6978164678722585
68966,462907,51,Agriculture,26923,5223,0,1.78,739,1,48276.2,4.088301742293701
83306,603553,62,Salary,36204,5873,0,0.43,301,1,83306.0,8.02009194619445
92948,678822,47,Salary,38494,29046,0,1.0,593,1,92948.0,1.8747503959237073
66192,583380,66,Business,16170,22794,1,0.53,656,1,66192.0,2.1945248749670965
71791,454383,68,Business,16324,10728,0,1.48,301,1,71791.0,5.170302013422819
36983,116240,73,Business,15222,8747,0,0.5,698,1,36983.0,2.4878243969360923
58242,84180,24,Agriculture,24634,710,0,1.8,599,1,40769.399999999994,22.72591549295774
78806,493277,51,Salary,34671,6438,0,2.64,468,1,78806.0,6.855389872631252
77319,87398,24,Business,28166,1126,0,0.56,566,1,77319.0,43.652753108348136
64232,179354,31,Salary,9939,1552,0,2.63,675,1,64232.0,34.982603092783506
77728,83691,35,Salary,33395,822,0,1.68,654,1,77728.0,53.9330900243309
69815,398953,54,Salary,30051,3992,0,2.21,727,1,69815.0,9.960921843687375
84006,169962,42,Other,27425,3492,1,5.68,319,1,84006.0,16.20303550973654
65787,414384,67,Salary,26130,8603,0,2.47,733,1,65787.0,4.6096710449843075
52886,423787,35,Salary,15212,9741,1,1.24,319,1,52886.0,3.8675700646750846
66717,554276,53,Business,28643,11210,0,1.74,658,1,66717.0,3.3964317573595006
5000,17203,61,Other,574,331,1,0.8,492,1,5000.0,13.371601208459214
67658,386670,73,Remittance,27041,14258,0,3.39,335,1,67658.0,2.8487165100294574
5000,29243,31,Business,503,580,0,1.38,679,1,5000.0,7.753448275862069
25531,127462,59,Salary,5246,2116,1,2.14,604,1,25531.0,9.58648393194707
69035,464162,22,Business,8979,10222,0,10.53,667,1,69035.0,5.8751711993738995
69551,173587,48,Agriculture,17894,5814,0,0.72,507,1,48685.7,5.296130030959752
36751,360263,41,Remittance,6098,6885,1,2.06,453,1,36751.0,4.452142338416849
45758,65514,72,Agriculture,19780,1025,0,2.3,644,1,32030.6,11.95180487804878
87411,732294,62,Salary,25082,8151,0,1.43,419,1,87411.0,7.646791804686542
50319,309156,70,Salary,20739,3481,0,1.97,747,1,50319.0,8.497558172938811
104858,296341,66,Business,19177,8744,0,3.03,676,1,104858.0,9.798833485818847
59962,454747,41,Salary,5373,28495,1,5.22,850,1,59962.0,1.9157396034391998
68161,88784,59,Salary,25015,1981,0,0.46,314,1,68161.0,21.779909136799596
92337,725489,19,Salary,31383,25042,0,0.89,622,1,92337.0,2.4340707611213164
62621,382292,49,Business,17649,6983,0,0.07,606,1,62621.0,6.44021194329085
39953,62012,20,Remittance,15249,527,1,0.5,772,1,39953.0,46.876660341555976
57805,72563,59,Agriculture,22592,2300,0,1.27,533,1,40463.5,7.770217391304348
59288,452542,73,Remittance,17640,9745,0,2.06,815,1,59288.0,4.273781426372499
32705,107367,56,Agriculture,14305,1189,1,1.66,431,1,22893.5,7.223296888141295
54883,491113,65,Agriculture,19006,7331,0,0.17,770,1,38418.1,2.647947074069022
45156,349494,31,Salary,14922,20872,1,0.05,586,1,45156.0,1.4485435032579532
78487,559833,74,Business,16775,19002,0,3.61,820,1,78487.0,3.2476581412482894
60692,190983,49,Salary,4906,1690,0,0.88,419,1,60692.0,33.009467455621305
54344,393177,56,Salary,9192,16990,0,0.72,443,1,54344.0,2.657563272513243
57876,550250,61,Salary,20989,6828,1,0.54,610,1,57876.0,5.402314001171646
64462,88301,54,Agriculture,22088,905,1,0.63,604,1,45123.399999999994,25.45348066298342
72336,260304,36,Agriculture,14646,6401,0,0.59,382,1,50635.2,5.622433994688329
40006,109192,52,Remittance,12460,1209,0,1.97,658,1,40006.0,22.78411910669975
39168,165911,55,Other,5964,5467,0,0.65,523,1,39168.0,6.073532101701116
82094,619987,66,Remittance,14575,14502,0,1.75,383,1,82094.0,4.65584057371397
51753,259040,45,Salary,22282,5671,0,0.83,581,1,51753.0,5.196790689472756
31663,187506,46,Remittance,7374,1568,0,1.69,684,1,31663.0,15.490433673469388
68876,239996,46,Agriculture,11753,6823,0,2.12,317,1,48213.2,5.343719771361571
69267,127607,24,Remittance,18025,4917,0,2.83,807,1,69267.0,10.421395159650194
29386,89212,23,Salary,6559,797,1,4.62,636,1,29386.0,28.641154328732746
64590,559799,19,Salary,22602,18984,0,2.43,443,1,64590.0,2.211757269279393
74712,464930,55,Remittance,32573,4347,0,3.44,713,1,74712.0,9.693811824246607
67488,276086,41,Salary,20175,3357,0,0.33,764,1,67488.0,14.093833780160859
72640,581418,67,Salary,21699,7825,0,0.59,826,1,72640.0,6.510031948881789
31915,35501,58,Salary,6861,381,0,0.15,735,1,31915.0,65.75853018372703
66621,193998,26,Salary,19248,2146,0,0.16,411,1,66621.0,22.07502329916123
53948,144903,23,Salary,10690,6054,0,1.5,390,1,53948.0,7.145358440700363
50344,496440,38,Other,4048,4139,0,0.28,414,1,50344.0,11.185310461464121
77411,557974,70,Remittance,31000,4906,1,0.88,782,1,77411.0,9.460048919690175
89585,570564,20,Remittance,21401,5243,0,1.72,467,1,89585.0,13.004768262445165
95887,52484,28,Salary,25129,663,0,1.63,482,1,95887.0,106.72398190045249
86296,194248,19,Salary,9570,2837,0,0.11,790,1,86296.0,27.044765597462106
57805,377908,41,Salary,22528,5405,0,0.03,412,1,57805.0,6.526734505087882
67054,275413,74,Salary,9590,20231,0,0.53,524,1,67054.0,2.840393455587959
75336,699168,56,Salary,17473,10603,1,4.34,463,1,75336.0,5.457229086107706
62424,484715,46,Agriculture,24401,6107,1,0.05,466,1,43696.799999999996,3.1596201080727027
62615,297431,26,Other,15615,3577,0,0.15,628,1,62615.0,13.139502376292983
76475,582770,38,Business,32466,12174,0,0.8,708,1,76475.0,3.6149991785772957
58814,574398,47,Salary,9260,9132,0,0.35,446,1,58814.0,5.426412614980289
45414,221589,33,Salary,15651,2745,0,0.44,320,1,45414.0,10.842622950819672
51711,341499,58,Salary,22849,5862,0,0.86,652,1,51711.0,4.923575571477311
72678,670623,73,Salary,20594,5786,0,5.36,602,1,72678.0,9.001728309713101
60060,171916,29,Business,20187,1949,0,1.9,663,1,60060.0,20.458183683940483
