Monthly_Income,Loan_Amount,Age,Primary_Income_Source,Essential_Expenses,Monthly_Installment,Remittance_Status,Land_Area,CIB_Score,Risk
77411,557974,70,Remittance,31000,4906,1,0.88,782,1
89585,570564,20,Remittance,21401,5243,0,1.72,467,1
95887,52484,28,Salary,25129,663,0,1.63,482,1
86296,194248,19,Salary,9570,2837,0,0.11,790,1
57805,377908,41,Salary,22528,5405,0,0.03,412,1
67054,275413,74,Salary,9590,20231,0,0.53,524,1
75336,699168,56,Salary,17473,10603,1,4.34,463,1
62424,484715,46,Agriculture,24401,6107,1,0.05,466,1
62615,297431,26,Other,15615,3577,0,0.15,628,1
76475,582770,38,Business,32466,12174,0,0.8,708,1
58814,574398,47,Salary,9260,9132,0,0.35,446,1
45414,221589,33,Salary,15651,2745,0,0.44,320,1
51711,341499,58,Salary,22849,5862,0,0.86,652,1
72678,670623,73,Salary,20594,5786,0,5.36,602,1
60060,171916,29,Business,20187,1949,0,1.9,663,1
66804,596045,32,Salary,15064,49107,0,0.01,548,1
73402,104721,25,Business,26278,7215,0,0.76,728,1
52503,349684,59,Agriculture,21856,4040,0,1.37,644,1
75125,596264,44,Salary,25552,10541,0,0.5,717,1
67577,428354,34,Salary,28808,4172,1,4.35,702,1
35304,183848,30,Salary,10514,5991,0,1.79,573,1
88846,565487,22,Salary,26080,41909,0,0.28,479,1
49985,97011,45,Business,9633,1799,1,0.06,620,1
26898,68534,56,Agriculture,9214,749,0,0.69,650,1
39099,119801,31,Remittance,15887,1024,0,2.5,614,1
39579,244555,18,Business,12631,2276,0,1.38,588,1
61043,286784,44,Salary,10147,4461,0,0.21,488,1
54523,153892,56,Salary,15338,1542,0,4.31,373,1
53263,473332,37,Salary,19159,24155,0,0.1,535,1
72394,293359,32,Salary,30953,3975,0,1.17,785,1
66798,316442,26,Remittance,9214,2830,0,1.34,694,1
66321,291292,60,Salary,8434,5315,0,4.39,715,1
68197,151974,67,Salary,15876,1314,1,0.47,706,1
72323,538839,61,Salary,9147,15037,0,1.53,807,1
17841,84929,47,Salary,7899,3628,0,0.54,424,1
52711,34496,59,Remittance,12492,502,0,1.26,696,1
16396,158355,40,Salary,4549,1440,0,0.07,338,1
60721,500933,19,Salary,9960,10981,0,1.57,434,1
59907,441743,38,Salary,14748,4488,0,0.06,316,1
80911,708487,58,Agriculture,35952,23403,0,0.82,537,1
83753,763381,54,Business,21844,8251,1,0.31,377,1
64056,237401,74,Business,5334,3290,0,2.7,513,1
49993,315161,74,Salary,8486,10199,1,0.3,374,1
69703,437991,31,Salary,30811,4891,0,0.47,319,1
49442,150271,18,Remittance,22049,1687,0,1.28,563,1
59972,156440,33,Salary,9469,2312,1,1.17,526,1
79723,126131,67,Salary,24527,3470,1,1.38,529,1
48845,330362,64,Business,5298,12567,0,0.38,490,1
76114,602726,23,Salary,22351,5224,0,2.29,525,1
73548,568456,27,Salary,9310,6863,1,2.51,302,1
40904,143353,50,Agriculture,15662,1442,0,0.83,563,1
79478,194719,55,Salary,33988,2231,0,1.27,766,1
73971,355751,73,Salary,10652,3502,0,3.99,376,1
62039,353295,61,Salary,15584,11956,0,1.52,379,1
44754,413139,30,Agriculture,5270,6291,0,1.0,729,1
42816,377244,20,Salary,8798,4488,0,0.63,576,1
49247,453198,54,Salary,5126,19563,0,1.51,441,1
70852,607733,49,Business,12603,21554,0,1.43,732,1
40887,395112,70,Business,18251,4910,0,3.87,479,1
68750,338405,50,Other,6635,3198,0,0.24,633,1
35165,33442,46,Salary,13989,401,0,0.44,606,1
55919,72350,35,Salary,6076,4547,0,0.58,393,1
62193,261685,22,Business,17148,2240,0,0.11,716,1
108903,321049,67,Business,26930,11861,1,4.77,640,1
32454,68622,65,Salary,13782,1849,0,3.0,414,1
89440,854638,27,Business,13742,7286,0,3.3,717,1
62997,148452,58,Salary,9228,1558,0,1.63,641,1
68223,655903,38,Agriculture,24357,5797,0,1.54,770,1
62367,481970,42,Agriculture,21736,4863,0,2.02,751,1
68895,453948,66,Salary,23335,5510,0,0.76,475,1
56926,394052,65,Other,5104,9222,0,0.39,816,1
89081,325057,28,Other,15695,6872,0,1.61,318,1
50871,337837,35,Salary,19878,2956,0,1.32,484,1
82645,187900,64,Salary,24985,1790,0,3.64,634,1
47113,443249,70,Business,14266,8721,0,0.53,594,1
58795,197965,22,Salary,11141,3784,0,0.19,424,1
38561,112763,65,Salary,6797,2554,0,3.67,409,1
69100,501393,45,Salary,29729,10618,0,0.73,730,1
88903,598874,51,Other,31051,5706,0,2.44,782,1
58453,279834,22,Salary,7420,21305,0,1.35,674,1
56062,364865,56,Agriculture,23936,6174,0,0.96,592,1
37708,75989,56,Salary,11142,668,0,0.83,726,1
55414,382169,55,Salary,11268,5413,0,5.75,432,1
28144,86425,63,Remittance,6387,1425,0,2.63,833,1
41742,129064,71,Salary,14543,2822,0,2.02,368,1
64536,131699,66,Salary,14148,6591,0,0.6,622,1
86380,315942,60,Salary,25407,8717,0,0.97,487,1
116184,423710,73,Business,39838,19463,0,0.74,798,1
48268,232396,56,Salary,7351,9048,1,5.47,434,1
88706,204821,56,Salary,38088,6906,1,4.8,653,1
64875,151390,48,Salary,13739,3393,1,1.59,386,1
56975,321710,61,Salary,13399,24391,0,4.39,400,1
68652,118379,22,Salary,23235,1033,0,0.53,529,1
61238,431392,46,Business,18693,17002,0,1.87,740,1
62208,588954,42,Salary,15107,11033,1,1.82,453,1
51833,236076,70,Salary,16608,2207,0,1.1,682,1
32038,290280,22,Business,13265,12347,0,0.6,614,1
29127,41768,54,Agriculture,10955,650,0,3.07,838,1
73065,66350,28,Salary,28128,643,1,2.71,465,1
54466,400489,68,Salary,9565,5551,1,0.85,434,1
48078,371629,66,Salary,11307,10704,0,0.33,797,1
60170,511990,31,Other,17143,5599,0,0.66,483,1
75899,78917,67,Salary,7313,922,0,3.1,418,1
63607,501262,46,Salary,23205,9806,1,2.1,752,1
46879,191131,73,Salary,9361,11243,0,0.55,747,1
84526,285842,59,Salary,15600,22246,0,1.7,334,1
91584,196331,19,Salary,16113,1941,0,0.17,771,1
69891,696265,29,Salary,12919,14900,1,1.85,648,1
79473,87802,41,Business,16297,3267,0,0.72,453,1
84839,708964,30,Business,25773,10425,0,1.85,595,1
82602,543124,25,Business,24444,4873,0,1.75,431,1
72282,540905,73,Agriculture,12621,41879,0,0.23,393,1
71967,522575,67,Salary,11254,28930,0,2.17,372,1
70393,609260,42,Remittance,27154,10681,0,1.04,390,1
38053,85468,30,Agriculture,4350,1005,0,6.35,621,1
74014,37587,28,Agriculture,19965,593,0,1.62,746,1
32884,203421,70,Agriculture,8964,1867,1,1.11,568,1
44108,170330,36,Salary,12899,10162,1,0.49,308,1
86071,144253,18,Salary,35090,2960,0,1.24,536,1
76804,174216,40,Salary,23874,3488,0,0.41,711,1
89748,327725,43,Salary,39511,6725,0,1.63,760,1
54567,63692,53,Salary,21958,985,1,2.3,703,1
36955,38458,37,Salary,5893,395,0,1.61,503,1
55191,507881,70,Salary,9340,10962,0,3.29,657,1
62041,214971,54,Remittance,12878,2326,1,0.17,337,1
61580,605405,74,Business,13847,21763,0,0.27,525,1
82674,798754,38,Business,23530,11008,0,3.44,595,1
52775,97867,55,Salary,8762,1864,0,0.04,315,1
67041,488848,38,Business,10879,6960,0,0.29,307,1
40227,249715,57,Remittance,8895,10565,0,2.03,741,1
69006,487262,60,Business,22679,4238,0,1.26,421,1
60062,84917,36,Business,20097,773,0,0.17,369,1
45004,103119,71,Salary,19854,1018,1,0.11,626,1
55283,67891,66,Salary,8563,626,0,0.34,454,1
56316,351371,68,Business,12691,12620,0,0.48,839,1
54597,539015,30,Other,23855,8117,0,2.72,821,1
95427,656905,58,Salary,31997,14178,1,1.56,753,1
58031,420854,24,Salary,17360,3903,0,1.22,466,1
55122,543148,24,Salary,15416,16733,0,0.07,782,1
18051,125294,73,Salary,1948,3504,1,0.71,440,1
42116,37135,26,Other,17291,431,0,1.67,432,1
54739,478230,67,Agriculture,17048,22139,0,2.46,836,1
46283,183486,42,Salary,13492,2014,1,1.44,671,1
87634,47450,35,Salary,24504,1159,0,0.84,347,1
56701,301577,22,Salary,12758,3617,0,3.6,788,1
85769,806369,56,Salary,14943,7587,0,0.07,388,1
61234,180312,59,Business,22012,2317,1,1.56,675,1
60745,314014,44,Agriculture,16312,8980,1,1.35,541,1
58224,125233,64,Business,5389,7235,0,1.14,309,1
60076,62964,36,Salary,13677,3744,0,0.74,734,0
94376,119402,49,Agriculture,39976,5530,0,0.96,678,1
13608,100789,34,Agriculture,2971,1351,0,0.77,787,1
19969,173904,51,Salary,4651,3506,0,0.57,637,1
49137,91461,25,Business,15275,2391,0,0.84,716,1
60291,195284,45,Business,22707,5472,0,2.73,799,1
73802,173640,49,Agriculture,24158,1517,0,0.74,837,1
69462,52453,49,Salary,27404,2112,0,1.35,608,1
52315,301209,43,Salary,6391,6705,0,0.59,309,1
80381,574665,54,Salary,33929,9133,0,0.04,490,1
80604,536406,47,Salary,33406,44520,0,0.42,641,1
63681,266601,34,Salary,17327,2392,0,0.17,360,1
79253,457496,30,Agriculture,24660,20152,0,0.66,364,1
65453,91238,54,Salary,10390,1065,0,0.12,517,1
48770,95876,71,Salary,11985,1200,0,1.42,801,1
73956,691640,60,Other,11463,6960,0,1.42,477,1
62212,481168,54,Business,5483,5843,1,0.75,815,1
60027,556211,70,Salary,26588,5849,0,0.04,742,1
89459,823780,69,Business,15734,14328,0,2.55,466,1
10983,73248,46,Salary,3289,1131,1,1.85,427,1
31646,294886,24,Salary,6047,3359,0,0.67,756,1
36259,161668,54,Business,7873,2203,0,3.75,716,1
52735,28179,53,Salary,11980,419,0,0.04,647,0
54908,60093,33,Salary,11199,1757,0,0.68,838,1
29853,45977,66,Salary,9429,1153,0,0.59,355,1
40297,56652,67,Agriculture,17551,1117,0,0.0,512,1
42783,164337,36,Salary,10208,12639,0,1.15,632,1
109148,781726,45,Agriculture,48039,13696,0,1.66,339,1
96035,769352,29,Salary,31412,62554,0,2.75,837,1
51765,316130,28,Business,15770,4329,1,2.15,615,1
52728,99716,33,Salary,8844,1133,0,1.06,469,1
37016,281509,38,Salary,3823,3872,0,0.32,431,1
21837,84523,33,Business,8630,973,0,0.15,300,1
57662,35949,26,Business,16859,2995,0,2.49,626,0
40043,126760,43,Salary,9343,6882,1,2.82,838,1
58303,212264,53,Salary,22180,2428,0,2.1,319,1
27996,86937,36,Salary,5457,881,0,4.08,528,1
44761,367612,48,Salary,16559,4107,0,3.87,664,1
62973,486108,33,Business,12679,5814,0,2.53,537,1
67324,478522,58,Salary,28325,5413,0,2.15,658,1
68349,124433,54,Business,12245,1354,0,3.39,692,1
33590,274579,72,Salary,4397,3043,0,1.1,832,1
77094,534506,21,Salary,26081,5829,0,0.5,633,1
43996,103433,66,Salary,6171,5173,0,0.5,691,1
72657,483670,37,Salary,31334,25682,1,2.22,466,1
59787,304517,21,Salary,19285,5971,0,2.29,383,1
32472,151768,57,Remittance,5371,2200,0,0.74,355,1
53676,84012,27,Salary,8441,890,1,0.35,360,1
67307,365066,28,Agriculture,28392,7582,0,3.41,755,1
72259,104729,73,Salary,22032,2511,0,3.78,322,1
57180,117814,30,Salary,23483,1222,1,0.86,566,1
90636,159446,49,Salary,10947,4096,1,0.72,637,1
80150,766557,29,Salary,33855,7616,0,0.96,670,1
54867,175915,25,Business,14947,5651,0,0.11,336,1
75002,290591,18,Agriculture,24549,5718,1,2.28,774,1
98676,351263,18,Business,21508,6350,0,0.41,540,1
99210,896202,45,Business,10108,20209,0,1.97,309,1
35440,207259,42,Salary,15397,16765,0,0.85,373,1
41469,382843,20,Salary,18578,10227,0,2.22,773,1
89698,300424,37,Agriculture,19275,6199,1,0.65,819,1
38834,61782,33,Salary,16669,1347,1,0.89,714,1
33549,194050,50,Salary,4766,2004,0,1.62,483,1
50276,190174,74,Remittance,6900,11111,0,0.14,821,1
68405,555320,57,Other,7323,10282,0,1.61,451,1
57952,513137,70,Business,13026,31968,0,0.18,428,1
46989,234449,28,Salary,4668,2084,0,0.84,721,1
46516,452503,30,Agriculture,10514,4649,0,1.97,477,1
45753,263246,60,Salary,6003,2230,0,1.24,586,1
42410,130357,35,Salary,14856,1182,0,0.96,664,1
105633,543510,66,Salary,41022,11788,0,0.93,391,1
65950,56351,44,Remittance,22060,650,0,1.18,810,0
77735,632608,29,Remittance,11985,14024,1,1.5,391,1
50218,73501,66,Business,18266,681,0,0.29,846,1
56281,193219,49,Salary,9698,3428,0,2.55,452,1
45729,268452,63,Salary,16509,5104,0,1.89,529,1
6966,6327,43,Salary,2020,57,0,1.09,439,1
32440,40664,25,Remittance,6997,397,0,0.11,597,1
23788,169207,56,Salary,2638,1454,0,0.47,300,1
15004,17733,25,Salary,5794,925,0,4.48,393,1
36093,181630,55,Agriculture,15436,4745,0,1.01,586,1
86499,321569,41,Salary,28232,7227,0,3.11,682,1
59111,157635,63,Agriculture,25824,2726,0,0.49,830,1
85811,196799,67,Salary,36523,3119,0,1.52,761,1
68220,528869,41,Agriculture,10370,12164,0,0.79,807,1
75651,721684,68,Salary,26519,7412,0,1.06,740,1
41982,76899,24,Salary,8784,2130,0,2.45,727,1
70479,677795,24,Salary,18351,7771,1,1.85,490,1
74574,458648,74,Salary,10297,4410,0,1.02,798,1
48467,319677,50,Business,21358,4141,0,7.1,830,1
71191,515729,43,Salary,24822,10263,0,1.36,582,1
71324,512757,26,Salary,12750,15879,0,0.82,366,1
49009,406197,34,Agriculture,10657,15323,0,4.07,323,1
37545,191215,57,Salary,8873,2070,1,1.26,572,1
36317,202173,64,Business,12950,3226,0,0.59,649,1
61730,220768,70,Agriculture,26081,12984,0,4.59,605,1
66540,99806,41,Salary,13237,844,0,0.49,793,0
44149,300835,43,Agriculture,11250,3560,0,0.52,595,1
60532,49594,27,Salary,18129,481,1,0.51,664,0
71411,222698,22,Salary,16106,3754,1,0.1,717,1
72364,100961,42,Salary,19288,876,0,0.19,793,1
91038,210471,51,Agriculture,10844,6274,0,0.24,635,1
85540,561822,23,Business,12150,17560,0,0.13,607,1
39974,258653,41,Business,9130,2391,0,0.88,342,1
93672,421526,54,Other,39204,3892,0,2.17,653,1
49380,66991,64,Salary,10333,1017,1,0.22,399,1
80897,373506,71,Remittance,13949,14599,0,0.42,503,1
61360,236302,37,Agriculture,21774,5255,0,3.68,593,1
51757,380122,40,Remittance,22316,4068,0,0.8,345,1
23846,143094,67,Remittance,5959,1384,0,0.16,682,1
56569,292455,57,Other,4706,5903,0,0.73,454,1
28812,147700,33,Salary,9641,7935,0,4.46,583,1
79346,768055,57,Agriculture,18533,9155,0,1.3,492,1
90336,694214,26,Agriculture,29743,7557,1,0.0,495,1
44062,230061,43,Business,8053,3981,0,6.89,516,1
66039,333670,35,Salary,5342,4450,0,4.32,328,1
45492,34190,74,Other,9438,288,0,2.65,407,1
47430,448396,19,Salary,16163,11659,0,0.01,733,1
75490,266642,66,Salary,17019,3609,0,1.52,367,1
59229,173625,34,Business,9541,2226,1,7.48,573,1
94793,947398,20,Salary,23858,13287,0,0.09,377,1
50355,368979,55,Agriculture,18046,3485,0,4.39,596,1
79987,75984,56,Salary,9934,982,0,2.34,654,1
61948,67394,26,Business,20811,1008,0,0.57,558,1
75916,56350,20,Agriculture,24818,2229,1,2.62,725,0
51057,316369,24,Salary,11088,3597,0,0.09,446,1
59009,69623,41,Agriculture,25906,2651,0,0.52,607,1
57690,540393,25,Salary,23713,36342,1,0.07,452,1
43279,406849,58,Agriculture,8525,6282,0,0.65,580,1
73242,416565,22,Other,6702,5643,0,1.71,334,1
73005,464171,62,Salary,14168,3871,0,2.99,448,1
71871,235234,67,Business,11194,2645,0,3.65,689,1
90739,100515,58,Business,25632,970,0,2.42,728,1
88987,667925,71,Business,37369,13518,1,3.98,449,1
52501,77017,71,Agriculture,21107,1150,0,3.97,442,1
67461,88563,20,Salary,13031,756,0,1.27,464,1
47528,164286,37,Business,11339,2878,1,0.55,453,1
60467,37394,61,Salary,5655,377,0,6.45,847,1
48005,221943,37,Salary,13506,3226,0,0.23,658,1
92401,667410,60,Remittance,9559,18443,0,0.85,512,1
67274,545782,62,Salary,28745,7308,0,1.05,554,1
55639,347239,74,Business,22298,9767,0,1.16,581,1
83872,716712,36,Salary,13357,58142,0,0.92,604,1
16588,72353,37,Agriculture,5619,1931,0,3.18,512,1
19718,168852,19,Business,5722,5139,0,1.1,836,1
75917,403233,34,Salary,28583,7746,0,2.16,459,1
61209,160297,33,Salary,15669,1485,0,0.22,535,1
65009,615595,43,Salary,9813,11424,0,6.88,303,1
33472,104172,42,Other,10602,1009,0,0.73,570,1
59535,44587,66,Business,6531,619,0,0.22,771,1
100070,280737,62,Salary,29650,21894,0,1.46,849,1
76484,304676,59,Agriculture,12138,9408,0,0.73,560,1
63394,243295,18,Salary,21137,2161,0,3.09,376,1
51219,280902,44,Salary,19790,3636,0,0.8,696,1
52109,463234,59,Salary,6280,4122,0,0.14,652,1
17416,57076,31,Salary,3973,1255,0,4.93,828,1
65153,354909,42,Agriculture,22895,3970,0,0.48,578,1
76910,286976,59,Remittance,10811,3009,0,0.64,301,1
28488,236645,63,Remittance,8251,2016,1,1.09,796,1
46772,93414,66,Remittance,15368,6690,0,0.7,671,1
36851,54663,42,Salary,7786,476,1,0.54,740,1
40693,214796,40,Salary,15782,3956,1,0.35,365,1
61070,420341,39,Business,16424,4101,0,0.36,551,1
18312,147549,56,Other,5713,2083,0,1.11,552,1
72285,441042,41,Agriculture,9551,6043,0,2.51,447,1
75077,589473,40,Salary,6650,11601,1,0.37,766,1
54978,232598,27,Business,5431,2292,0,0.83,403,1
10386,8436,45,Agriculture,4304,208,1,1.29,339,1
40072,64233,31,Remittance,16292,986,0,3.54,429,1
84658,73472,47,Agriculture,32069,1013,0,0.56,845,0
5000,18125,68,Salary,769,197,0,3.31,362,1
53050,276240,62,Salary,14558,4389,0,1.42,620,1
36400,141415,45,Salary,13634,1655,0,1.63,400,1
76091,443283,73,Salary,25082,6882,1,1.73,517,1
46498,235549,73,Remittance,5707,2831,0,3.54,604,1
68079,472499,43,Business,28004,5571,1,0.72,310,1
71309,487478,61,Salary,9944,5501,1,0.0,432,1
96725,340628,37,Salary,13886,3375,0,0.05,623,1
55941,211963,68,Business,23125,3011,0,3.73,307,1
67521,409103,39,Business,17509,12445,0,0.08,572,1
30299,186827,32,Salary,6604,2188,0,0.79,632,1
83808,292461,25,Remittance,23873,14387,1,8.34,418,1
44790,162947,66,Salary,19847,4571,1,2.25,389,1
48785,346053,34,Salary,6062,3547,1,1.75,570,1
59555,396065,64,Salary,21444,6714,0,0.68,695,1
28742,51246,22,Business,5855,779,0,1.39,307,1
64575,302850,46,Agriculture,7963,2553,0,1.3,486,1
79349,712610,42,Remittance,18736,19054,1,2.56,850,1
65859,55645,43,Salary,18641,3943,0,2.14,484,1
28222,243388,27,Other,4408,10129,0,0.5,482,1
57524,117935,22,Agriculture,13228,3071,0,0.86,706,1
74841,398069,37,Salary,23590,4403,0,0.25,564,1
22440,101680,44,Salary,6581,1062,0,0.17,515,1
38505,22958,63,Salary,13383,314,0,2.55,732,0
77531,712996,44,Remittance,30196,18030,1,1.21,316,1
65402,315355,32,Salary,15133,4614,0,1.18,692,1
68239,652743,32,Salary,16138,47941,0,2.95,509,1
97190,313347,52,Agriculture,25636,3659,0,2.42,789,1
69371,605582,42,Remittance,20086,7730,0,1.29,699,1
73158,677641,69,Business,8785,47209,0,0.15,818,1
114215,661294,43,Agriculture,22349,6597,0,0.12,370,1
55724,135155,50,Salary,8002,1431,0,0.52,404,1
44042,308728,21,Remittance,9811,6817,0,1.09,797,1
68556,391818,29,Salary,30174,4860,0,3.59,515,1
68780,651555,66,Salary,20332,8466,0,2.47,749,1
49466,231159,37,Other,11816,8417,0,2.56,678,1
39352,120058,41,Salary,11388,3652,0,0.19,575,1
106197,192612,51,Salary,34786,2245,0,0.08,324,1
66537,474876,21,Business,16031,4209,0,1.43,340,1
45354,442385,46,Salary,11141,5959,0,3.1,695,1
78319,60248,37,Salary,26591,822,0,0.52,353,1
57817,435607,26,Business,5927,5323,0,0.72,302,1
54942,511281,41,Agriculture,15374,8581,0,2.2,420,1
71245,86237,43,Agriculture,20128,4831,0,4.54,803,0
34162,52835,28,Salary,12298,964,0,0.3,645,1
67053,474306,48,Business,29743,4342,0,9.49,695,1
98259,653978,60,Agriculture,36791,6610,0,0.32,659,1
69324,79990,33,Salary,18468,713,0,0.69,611,1
52476,442216,73,Salary,7488,15513,0,1.71,441,1
49858,272849,52,Salary,14841,4094,0,1.06,536,1
51793,472268,62,Business,20131,6284,0,0.51,600,1
54921,485552,21,Salary,23341,14004,1,1.04,844,1
52444,431028,61,Agriculture,20210,12788,0,0.56,795,1
78326,423042,37,Other,11743,4386,0,1.03,705,1
25336,73253,58,Salary,8707,866,0,3.19,748,1
77240,409895,63,Business,31333,5005,0,1.66,744,1
52406,76393,32,Salary,17398,1871,0,1.57,667,1
67539,456499,32,Salary,22540,6841,0,0.48,754,1
37460,66408,21,Agriculture,9929,4583,0,4.06,340,1
86573,463697,52,Salary,27329,17811,1,4.81,312,1
84913,86325,62,Remittance,16042,1270,1,1.07,544,1
79192,264926,41,Business,8938,5830,0,0.66,330,1
29705,80345,27,Salary,11474,691,1,0.79,487,1
76582,489382,36,Salary,32851,7778,1,3.72,409,1
68097,543038,40,Salary,27036,25828,0,0.85,827,1
27895,29133,70,Remittance,5678,2092,0,0.01,661,1
59514,510493,25,Business,6821,5652,0,0.16,323,1
67291,583904,37,Salary,12358,19130,0,0.09,643,1
71122,266818,54,Business,27869,8265,0,1.45,703,1
63545,429598,31,Business,20503,7436,0,2.93,479,1
65825,284682,68,Agriculture,28810,7026,0,0.68,786,1
89472,175796,69,Salary,18502,2237,0,1.25,836,1
84521,466750,39,Salary,24008,7242,0,0.1,840,1
5000,6602,60,Salary,1862,275,0,1.52,351,1
53651,474569,61,Salary,8937,4905,1,4.31,547,1
56707,526284,56,Salary,24765,9075,1,2.35,727,1
24958,207284,28,Salary,7467,2659,0,4.12,543,1
61884,361651,20,Salary,5132,29105,0,0.78,564,1
84975,492616,37,Salary,7589,6185,1,0.92,480,1
38269,377094,25,Salary,15553,8863,0,1.62,530,1
66728,190513,34,Remittance,21270,2913,1,0.31,682,1
41684,50917,54,Business,15104,1153,0,4.93,314,1
46562,271849,51,Salary,17232,2273,0,1.96,740,1
89548,324474,29,Business,21095,8786,0,0.25,701,1
49149,175079,19,Salary,18455,1583,0,0.67,376,1
69244,39283,30,Remittance,29559,353,0,0.63,725,0
22576,139165,43,Business,3244,2422,0,3.4,587,1
97246,292547,62,Salary,35274,6525,1,3.75,475,1
72053,164616,38,Remittance,13970,3097,0,0.61,550,1
56350,49819,34,Agriculture,11211,419,0,2.81,584,1
71511,283286,49,Agriculture,16642,3594,0,0.5,416,1
31804,281472,22,Salary,12708,3974,0,1.38,634,1
83651,309373,30,Salary,7375,19483,0,0.2,646,1
53520,372028,20,Business,12874,3592,0,3.49,502,1
55919,429860,47,Salary,18544,20420,0,0.64,553,1
50167,181452,43,Business,6063,10628,1,3.23,639,1
48387,401882,51,Agriculture,18055,9641,0,1.84,577,1
73893,522635,53,Salary,31663,8245,0,0.61,539,1
65118,378518,40,Salary,7400,3483,1,2.47,826,1
73035,37206,67,Salary,9976,382,0,0.31,783,0
59824,49855,70,Salary,26347,1495,0,1.63,509,1
70264,696543,24,Business,10765,13348,0,2.95,695,1
51623,409458,70,Agriculture,5638,4253,1,1.58,746,1
104595,983912,29,Salary,45218,14275,0,1.41,360,1
28641,259828,32,Agriculture,11751,8424,0,0.42,626,1
85219,59160,48,Business,27493,1080,0,1.49,740,0
87358,700834,19,Agriculture,24812,8804,0,3.13,331,1
42957,205587,38,Salary,18047,1756,1,1.6,485,1
104585,836764,29,Agriculture,33733,10024,0,0.55,739,1
79910,45053,45,Agriculture,25859,3277,0,0.09,815,0
79423,257163,64,Salary,31147,2918,0,0.42,846,1
60560,462532,70,Business,19482,11831,1,3.69,632,1
55655,447115,30,Remittance,14824,4254,0,0.98,323,1
55812,356487,49,Salary,12513,6668,0,0.11,315,1
67811,227976,45,Agriculture,18049,6793,0,1.4,746,1
88024,303546,41,Other,24058,4854,0,0.35,704,1
63626,616171,54,Remittance,13585,15575,0,5.53,406,1
41771,195176,74,Salary,10267,5209,0,2.87,372,1
76489,363146,41,Business,28813,4913,0,5.36,380,1
78423,450710,21,Other,18360,4751,0,2.04,783,1
73093,320898,70,Business,6539,3141,0,0.35,721,1
74910,430761,71,Salary,13837,7839,0,0.12,822,1
54581,251465,36,Salary,9046,13087,0,1.45,362,1
41420,346014,46,Agriculture,15476,5384,0,0.11,683,1
42636,389522,67,Salary,10499,6619,0,7.6,808,1
27291,255309,46,Salary,5014,7673,1,0.77,593,1
64739,379423,45,Salary,24598,3488,0,2.19,726,1
58331,274180,70,Agriculture,5081,2339,1,1.06,631,1
51200,368629,65,Salary,7397,20958,0,1.51,303,1
5000,42320,46,Remittance,1930,432,0,1.59,536,1
35054,205007,27,Agriculture,9946,2508,1,4.6,444,1
82417,589267,42,Other,30185,14646,0,2.76,346,1
46707,356021,56,Remittance,18222,4417,0,0.26,628,1
67212,465493,33,Salary,28802,17977,0,3.67,811,1
32186,244236,48,Business,3330,12528,0,0.18,329,1
88774,220349,55,Salary,33354,1847,1,0.39,481,1
57119,298993,22,Other,19549,3704,0,0.96,668,1
65801,400633,50,Salary,10304,10182,0,0.02,472,1
106516,55765,60,Business,45241,920,0,0.22,364,1
90329,779688,30,Agriculture,20735,6803,0,0.02,405,1
53869,339118,49,Salary,22001,5711,1,0.7,313,1
48136,83121,58,Agriculture,14628,761,0,0.36,846,1
53489,441573,20,Salary,14704,4172,1,1.37,570,1
70198,513291,54,Salary,9759,10439,0,2.83,819,1
57896,446022,32,Salary,24218,5117,0,0.73,677,1
52095,220070,40,Salary,14897,2641,0,1.17,492,1
89344,769692,54,Business,7349,8077,0,0.05,819,1
57716,255870,18,Remittance,5008,4966,0,1.05,443,1
105992,627455,18,Salary,38976,35567,0,0.32,399,1
61815,31285,43,Business,8649,1027,0,0.96,743,0
95706,634176,72,Remittance,28859,8070,1,1.42,604,1
67146,491688,18,Agriculture,22292,5137,0,8.57,532,1
79259,466640,62,Salary,14533,4983,0,5.4,624,1
45508,237429,22,Remittance,13227,3164,0,1.09,833,1
42925,351744,45,Salary,7250,16628,0,2.2,454,1
69194,482493,42,Business,29763,34794,1,0.29,796,1
79771,250617,44,Business,31770,2598,0,1.27,801,1
60805,584409,22,Agriculture,11345,8193,0,1.48,718,1
34272,247411,60,Salary,9447,2563,0,0.96,386,1
32795,324192,33,Salary,8698,10959,0,0.66,349,1
31457,305982,61,Agriculture,13690,5464,0,1.88,366,1
24648,227492,55,Salary,5565,2044,0,0.2,686,1
62190,477372,49,Salary,17912,15635,0,1.53,520,1
82501,518897,35,Agriculture,34949,27830,0,0.06,843,1
59732,127565,55,Business,8377,1545,0,0.05,303,1
14792,83750,74,Salary,4196,1099,0,0.36,505,1
56185,436618,70,Salary,6692,3803,0,2.79,445,1
56744,309149,70,Other,17504,2813,0,0.71,785,1
101920,891624,30,Salary,21944,9594,0,1.99,366,1
30857,47573,51,Salary,13516,3381,1,1.48,524,1
52186,214951,40,Salary,12196,3365,0,3.11,777,1
94117,499447,73,Salary,12272,4591,0,0.13,835,1
69000,317889,72,Other,26812,5403,0,4.3,804,1
71266,109149,67,Salary,27346,942,0,0.96,660,1
62292,122000,27,Salary,20999,1479,0,0.94,389,1
66599,563252,36,Business,23780,23645,0,1.5,353,1
75552,385440,58,Salary,13444,5753,0,3.14,526,1
43810,42183,60,Salary,13912,484,0,4.7,563,1
